address,roll_number,year_of_sale,month_of_sale,sale_price,longitude,latitude
158 DARWIN ST,8004783000,2017,7,"$355,100",-97.1212888,49.8262546
83 HARRY COLLINS AVE,8005401900,2017,7,"$346,000",-97.1300241,49.8202128
36 MILLFIELD DR,8004957700,2017,7,"$352,000",-97.1274523,49.820291
54 MILLFIELD DR,8004958100,2017,7,"$319,900",-97.1274579,49.8195274
315 RIEL AVE,8004348300,2017,7,"$293,000",-97.1310759,49.8221966
42 RIVER POINTE DR,8021143400,2017,7,"$680,000",-97.138953,49.8197959
26 RIVERHAVEN GROVE,8020974400,2017,7,"$925,000",-97.1370487,49.815074
46 RIVERHAVEN GROVE,8020974900,2017,7,"$905,000",-97.1379556,49.8151072
114 ARDEN AVE,8004025000,2017,7,"$390,000",-97.1245522,49.8312795
92 BARRINGTON AVE,8003366800,2017,7,"$325,000",-97.1196176,49.8391342
86 BETHUNE WAY,8004056800,2017,7,"$425,000",-97.12211,49.8311657
172 CROFTON BAY,8003531500,2017,7,"$300,000",-97.12069,49.8356929
184 MOORE AVE,8003611000,2017,7,"$300,000",-97.1264726,49.8352463
60 ST MICHAEL RD,8004081900,2017,7,"$215,000",-97.1197747,49.8310838
175 ST VITAL RD,8002858400,2017,7,"$386,000",-97.1281082,49.837428
41 TOD DR,8002890400,2017,7,"$362,000",-97.1217831,49.8400054
176 GREENWOOD AVE,8005173300,2017,7,"$288,000",-97.1053572,49.8257805
182 HAZELWOOD CRES,8005182000,2017,7,"$284,000",-97.1047412,49.825063
1 AGATE BAY,6021909000,2017,7,"$252,000",-97.087725,49.868159
6 ARUNDEL RD,6021419000,2017,7,"$247,500",-97.0910929,49.8705386
795 AUTUMNWOOD DR,6021755000,2017,7,"$272,000",-97.0857363,49.8670576
958 AUTUMNWOOD DR,6022399000,2017,7,"$310,500",-97.0785872,49.8656787
2 BIBEAU BAY,6042826000,2017,7,"$315,000",-97.0676994,49.8641413
39 BOULDER BAY,6022091000,2017,7,"$245,000",-97.0858859,49.8603355
40 CASCADE BAY,6043116000,2017,7,"$291,000",-97.0760658,49.8583642
37 CHERRY CRES,6022786000,2017,7,"$325,037",-97.0792402,49.8588935
48 CONIFER CRES,6022714000,2017,7,"$232,000",-97.081082,49.8576955
181 CRESTWOOD CRES,6044143000,2017,7,"$269,900",-97.067938,49.8565702
58 DE BOURMONT BAY,6022374000,2017,7,"$326,000",-97.0802334,49.8667915
35 DURHAM BAY,6043176000,2017,7,"$250,000",-97.0732945,49.8578505
16 FLEURY PL,6022443000,2017,7,"$256,000",-97.0803778,49.8685515
89 HANSFORD RD,6024016100,2017,7,"$325,000",-97.080144,49.8703447
13 MAPLEHURST RD,6043244000,2017,7,"$332,000",-97.0712299,49.8599462
5 PENTICTON BAY,6044274000,2017,7,"$265,000",-97.0632503,49.8582432
12 VINCENT MASSEY BLVD,6022905000,2017,7,"$255,000",-97.069208,49.86614
18 BRAMBLEFORDE CRES,8006638200,2017,7,"$430,000",-97.121482,49.803465
14 EASY ST,8006254400,2017,7,"$353,000",-97.1173559,49.8041442
18 HEDGEWOOD COVE,8021120900,2017,7,"$480,000",-97.12042,49.806036
35 ACTON PL,8007929600,2017,7,"$365,000",-97.1007064,49.8079188
114 ALDGATE RD,8008001300,2017,7,"$328,000",-97.111084,49.798849
150 ALDGATE RD,8006349900,2017,7,"$339,000",-97.1095197,49.7986631
248 ALDGATE RD,8021095800,2017,7,"$438,000",-97.105065,49.798736
217 ASHFORD DR,8007726300,2017,7,"$361,500",-97.0991729,49.811644
15 BATTERSEA CLOSE,8081217450,2017,7,"$410,000",-97.0985812,49.7997295
45 BECONTREE BAY,8008008100,2017,7,"$445,000",-97.1099969,49.7999589
82 BROTMAN BAY,8007940200,2017,7,"$275,000",-97.0976264,49.810116
70 BUCKLEY TROW BAY,8021249100,2017,7,"$431,500",-97.0999034,49.7987406
22 CARRIAGE HOUSE RD,8007826800,2017,7,"$270,500",-97.1087652,49.8189106
3 COTTER CIR,8021052500,2017,7,"$393,750",-97.1001083,49.8016106
86 ELSBURY BAY,8007811200,2017,7,"$319,900",-97.1108404,49.8183303
10 FARAWAY LANE,8021102100,2017,7,"$450,000",-97.1083263,49.7985226
41 GOBERT CRES,8006062600,2017,7,"$421,000",-97.1132969,49.8007999
142 JOHN FORSYTH RD,8007729300,2017,7,"$350,000",-97.1010846,49.8111888
19 KAREN IRVINE CRES,8081222470,2017,7,"$359,728.30",-97.0923463,49.8022507
83 KINGSCLEAR DR,8081222730,2017,7,"$409,087.30",-97.0907995,49.8028176
87 MALMSBURY AVE,8007755600,2017,7,"$300,000",-97.1096613,49.8055212
22 MINER COVE,8021097100,2017,7,"$443,500",-97.103311,49.799078
98 PEAR TREE BAY,8005866500,2017,7,"$271,000",-97.1078705,49.8165556
8 PRUDHOMME BAY,8021099900,2017,7,"$420,000",-97.1029251,49.7999518
75 PRUDHOMME BAY,8021100600,2017,7,"$420,000",-97.1016705,49.8001092
54 RILLWILLOW PL,8005532600,2017,7,"$236,000",-97.1021422,49.8212859
47 STANHOPE GDN,8081214935,2017,7,"$443,000",-97.0969026,49.8006453
30 STELLARTON CRES,8021245600,2017,7,"$655,000",-97.1035901,49.7974615
47 TROWBRIDGE BAY,8007779600,2017,7,"$290,000",-97.1122954,49.8045159
39 TUFNELL DR,8007219700,2017,7,"$430,000",-97.102077,49.815983
258 TUFNELL DR,8005988600,2017,7,"$320,600",-97.1061699,49.8159371
31 WESTBOURNE CRES,8007964000,2017,7,"$430,000",-97.101196,49.805275
43 WESTBOURNE CRES,8007963400,2017,7,"$465,000",-97.1009076,49.804774
15 WYCOMBE PL,8008181600,2017,7,"$447,500",-97.0936216,49.8051008
3 ZYLEMA COVE,8021044800,2017,7,"$455,000",-97.0987665,49.8020142
321 ASHWORTH ST,8007860600,2017,7,"$315,000",-97.0906825,49.8240378
39 CEDARCROFT PL,8020995900,2017,7,"$428,900",-97.0754073,49.8116383
67 COTSWOLD PL,8081220215,2017,7,"$438,845",-97.0771851,49.8075526
95 DACQUAY CRES,8081219930,2017,7,"$457,123.80",-97.0785932,49.8059959
12 GABLEHURST CRES,8020940300,2017,7,"$396,000",-97.0858679,49.8106765
134 GOLDTHORPE CRES,8008065600,2017,7,"$350,000",-97.0980397,49.8190473
75 GREENFORD AVE,8008057200,2017,7,"$300,000",-97.0968508,49.8186784
15 HALLFIELD BAY,8008165800,2017,7,"$379,000",-97.0890902,49.8049972
7 HARDING CRES,8021003600,2017,7,"$434,000",-97.078894,49.809555
18 HARDING CRES,8021006300,2017,7,"$442,000",-97.0784571,49.8091223
7 HIGHCASTLE CRES,8007579200,2017,7,"$380,000",-97.0852405,49.8060162
44 JULIA RD,8020948900,2017,7,"$402,500",-97.0817936,49.8120908
68 MARINUS PL,8006674400,2017,7,"$402,500",-97.0981224,49.8221352
676 NOVAVISTA DR,8007837600,2017,7,"$327,000",-97.0876808,49.8260597
54 PENTONVILLE CRES,8020994200,2017,7,"$456,000",-97.0766848,49.809793
7 QUEENSBURY BAY,8008034400,2017,7,"$373,000",-97.0955939,49.8162652
253 RAVENSDEN DR,8081221230,2017,7,"$473,774",-97.0756245,49.8078764
297 RAVENSDEN DR,8081221175,2017,7,"$380,944.90",-97.0768637,49.8080141
3 SIMON DR,8008109500,2017,7,"$342,500",-97.0855974,49.81943
26 SOUTHGLEN BLVD,8008036000,2017,7,"$340,000",-97.0963586,49.816138
59 SUNDIAL CRES,8008146400,2017,7,"$265,900",-97.0883151,49.8198447
35 TWICKENHAM CIR,8081218360,2017,7,"$407,000",-97.0817394,49.8052193
6 UPAVON RD,8081217790,2017,7,"$519,421.10",-97.084795,49.8054305
50 WAINWRIGHT CRES,8081218745,2017,7,"$438,702",-97.0784632,49.8081678
42 WILLIAM JOHNSTONE CRT,8081221405,2017,7,"$423,470.50",-97.0752677,49.8082901
243 BRUNET PROM,6093013600,2017,7,"$347,000",-97.0854225,49.8745141
79 LINMAR WAY,6002293900,2017,7,"$425,000",-97.0476497,49.8547537
150 LINMAR WAY,6002303700,2017,7,"$380,000",-97.0461941,49.8537171
18 RED WILLOW CRES,6092949900,2017,7,"$445,000",-97.0443561,49.852744
274 ROYAL MINT DR,6002314600,2017,7,"$427,410",-97.0425011,49.8491196
35 KOSTY LANE,8006070200,2017,7,"$526,000",-97.0569005,49.8073075
115 KOSTY LANE,8006071000,2017,7,"$780,000",-97.0529352,49.8087542
180 PAUL BLVD,8006913000,2017,7,"$459,900",-97.1184124,49.7753927
8 RAMBLEWOOD RD,8006513900,2017,7,"$579,000",-97.0446429,49.798818
34 GLENEAGLES RD,6007093000,2017,7,"$348,000",-97.083948,49.847958
87 SOUTHBRIDGE DR,6004690600,2017,7,"$610,000",-97.0881105,49.8472177
15 APPLEBY COVE,6008198100,2017,7,"$353,000",-97.075344,49.842662
10 BAYSHORE COVE,6007698900,2017,7,"$370,000",-97.0663586,49.8485085
15 GADWALL PL,6006244000,2017,7,"$307,000",-97.0801043,49.848773
22 MANBROUGH PL,6007963500,2017,7,"$410,000",-97.0726286,49.8476832
24 MCGURRAN PL,6008204300,2017,7,"$402,500",-97.0735041,49.8428478
28 MOUNT LAUREL CRES,6008216400,2017,7,"$385,000",-97.051136,49.843516
74 SHAMROCK DR,6008117300,2017,7,"$470,000",-97.0598585,49.8455568
12 VALE PL,6008080600,2017,7,"$452,500",-97.0599776,49.8423482
52 WEATHERSTONE PL,6006772300,2017,7,"$194,000",-97.081897,49.853476
119 BLUE SUN DR,6093258000,2017,7,"$490,000",-97.0340778,49.831592
43 BOREALIS BAY,6093431500,2017,7,"$985,000",-97.0312848,49.8271109
55 BURNING GLASS RD,6093333500,2017,7,"$395,000",-97.0453981,49.8319869
103 CONEFLOWER CRES,6093445100,2017,7,"$402,038.10",-97.027703,49.8254262
31 DIAMOND DUST DR,6093460765,2017,7,"$499,140",-97.029976,49.8361893
59 DIAMOND DUST DR,6093460800,2017,7,"$438,906",-97.0288375,49.836666
83 DIAMOND DUST DR,6093460830,2017,7,"$472,220.40",-97.0278519,49.8368961
218 EDWARD TURNER DR,6093380800,2017,7,"$409,900",-97.0334596,49.8374913
22 RAIN SHADOW BAY,6093461165,2017,7,"$430,000",-97.0280809,49.8348164
80 RANVILLE RD,6093257400,2017,7,"$458,000",-97.0335192,49.8317465
142 RED LILY RD,6093240800,2017,7,"$455,000",-97.037887,49.8295123
75 RED MOON RD,6093164200,2017,7,"$400,000",-97.0487289,49.8312624
31 REDPOLL PL,6093437700,2017,7,"$592,380.90",-97.0345518,49.8266538
59 REDPOLL PL,6093438400,2017,7,"$392,065",-97.0345518,49.8266538
698 SAGE CREEK BLVD,6093440800,2017,7,"$377,500",-97.0321267,49.8256431
9 SILVER SAGE CRES,6093377100,2017,7,"$530,000",-97.0373685,49.8380035
7 SNOWBERRY CIR,6093464670,2017,7,"$476,095.20",-97.0339214,49.8384432
57 SNOWBERRY CIR,6093464525,2017,7,"$359,635",-97.0349488,49.8389045
122 SNOWBERRY CIR,6093464410,2017,7,"$423,001.20",-97.0339273,49.8398242
217 TALLGRASS CRES,6093175500,2017,7,"$450,000",-97.0413358,49.8283785
278 TALLGRASS CRES,6093174800,2017,7,"$415,000",-97.0427883,49.8288123
3 VIREO LANE,6093334600,2017,7,"$595,000",-97.0341687,49.837103
175 WOOD SAGE CRES,6093222700,2017,7,"$540,000",-97.0446992,49.8282942
21 BRENTFORD RD,8006176800,2017,7,"$257,000",-97.0996941,49.8299828
28 BRENTFORD RD,8005313500,2017,7,"$250,000",-97.1001486,49.8295632
111 BRENTFORD RD,8005274400,2017,7,"$280,000",-97.0978639,49.8279157
266 GREENWOOD AVE,8005262000,2017,7,"$330,000",-97.1005901,49.8273667
259 HAZELWOOD AVE,8005218100,2017,7,"$305,000",-97.1008726,49.8269075
393 NOVAVISTA DR,8005619500,2017,7,"$250,000",-97.0975179,49.823529
479 NOVAVISTA DR,8005443200,2017,7,"$285,200",-97.0940009,49.8243565
62 THUNDER BAY,8006732000,2017,7,"$366,500",-97.0911495,49.8276648
6A WHITLEY DR,8005608800,2017,7,"$270,000",-97.1008716,49.8246153
70 WHITLEY DR,8005596900,2017,7,"$331,000",-97.0984541,49.8238422
95 EASTOAK DR,6093136500,2017,7,"$635,000",-97.0777386,49.8260358
31 EDENWOOD PL,6093203200,2017,7,"$567,500",-97.078798,49.831355
1026 JOHN BRUCE RD E,6093390900,2017,7,"$394,978",-97.0735751,49.8316351
132 MONTVALE CRES,6093056200,2017,7,"$454,900",-97.0691961,49.8213765
161 ORCHARD HILL DR,6005058000,2017,7,"$490,000",-97.0863353,49.8382049
392 SHOREHILL DR,6093139900,2017,7,"$441,500",-97.0750318,49.8289332
503 SHOREHILL DR,6093077800,2017,7,"$543,000",-97.0716357,49.8259271
71 WESTWATER DR,6092991000,2017,7,"$830,000",-97.0763093,49.8243156
99 ARPIN BAY,6002479900,2017,7,"$381,000",-97.0557451,49.829067
8 BRIAN MONKMAN BAY,6092981400,2017,7,"$457,000",-97.0615102,49.828233
168 CAMIRANT CRES,6004105800,2017,7,"$372,000",-97.0543153,49.8328903
303 DE LA SEIGNEURIE BLVD,6002480800,2017,7,"$382,000",-97.0535728,49.830726
90 DOCKSIDE WAY,6092958700,2017,7,"$570,000",-97.0611187,49.8314306
180 DOCKSIDE WAY,6092960700,2017,7,"$375,000",-97.0613135,49.831017
6 FRIGATE BAY,6093011800,2017,7,"$423,000",-97.0576357,49.8282687
35 FRIGATE BAY,6093010100,2017,7,"$394,900",-97.0564701,49.8287817
108 LEGER CRES,6003950800,2017,7,"$445,000",-97.0685586,49.8323019
47 MARCOUX PL,6002927200,2017,7,"$379,000",-97.0703081,49.833119
79 NORDSTROM DR,6093106400,2017,7,"$439,900",-97.0533352,49.8276725
87 QUAYSIDE COVE,6003971200,2017,7,"$322,500",-97.0526572,49.8391786
68 SURFSIDE CRES,6004016400,2017,7,"$410,000",-97.0568968,49.836429
35 TREASURE COVE,6002464600,2017,7,"$430,000",-97.0510466,49.828992
13 BONAVENTURE DR E,6093462520,2017,7,"$383,117.20",-97.0636489,49.8273005
36 BONAVENTURE DR E,6093462760,2017,7,"$417,237.60",-97.0626916,49.8271123
41 BONAVENTURE DR E,6093462485,2017,7,"$469,581",-97.0624834,49.8270714
44 BONAVENTURE DR E,6093462750,2017,7,"$437,421",-97.0623586,49.8270469
69 BONAVENTURE DR E,6093462450,2017,7,"$410,857.10",-97.0613835,49.8268524
181 BONAVENTURE DR E,6093462310,2017,7,"$630,000",-97.0600468,49.8255767
204 BONAVENTURE DR E,6093462560,2017,7,"$538,750",-97.0608071,49.826127
248 BONAVENTURE DR E,6093462710,2017,7,"$449,900",-97.0627921,49.826343
260 BONAVENTURE DR E,6093462695,2017,7,"$541,000",-97.0633532,49.8263945
145 DUMOULIN ST,6060271000,2017,7,"$420,000",-97.1246733,49.8927319
201 DUMOULIN ST,6060280100,2017,7,"$181,000",-97.1218731,49.8935076
340 DUMOULIN ST,6060858000,2017,7,"$190,000",-97.1148746,49.8948633
226 LA VERENDRYE ST,6060214000,2017,7,"$320,000",-97.121376,49.895058
508 LA VERENDRYE ST,6050015000,2017,7,"$235,000",-97.1077301,49.8986006
264 NOTRE DAME ST,6060947000,2017,7,"$295,000",-97.1190752,49.8947356
462 AULNEAU ST,6070606000,2017,7,"$360,000",-97.118318,49.88697
340 BERTRAND ST,6081369000,2017,7,"$243,000",-97.1121922,49.884356
529 DES MEURONS ST,6070445000,2017,7,"$290,000",-97.112222,49.8895166
397 DESAUTELS ST,6060561000,2017,7,"$300,000",-97.109874,49.8913866
161 DOLLARD BLVD,6070928000,2017,7,"$406,000",-97.1216241,49.8852384
186 DOLLARD BLVD,6070476000,2017,7,"$250,000",-97.1204912,49.884906
241 DOLLARD BLVD,6070588000,2017,7,"$290,000",-97.117557,49.885368
252 DOLLARD BLVD,6070503000,2017,7,"$157,900",-97.1169689,49.8850255
464 LANGEVIN ST,6070660000,2017,7,"$402,500",-97.116863,49.88714
506 LANGEVIN ST,6093230000,2017,7,"$117,500",-97.1171703,49.888599
193 MASSON ST,6060057000,2017,7,"$315,000",-97.1211553,49.8916616
567 TREMBLAY ST,6031038000,2017,7,"$265,000",-97.099574,49.879783
525 GIROUX ST,6030731000,2017,7,"$285,000",-97.1019478,49.8847133
68 CUNNINGTON AVE,8001314000,2017,7,"$395,000",-97.1181264,49.8548992
51 ELM PARK RD,8001026500,2017,7,"$277,000",-97.1168675,49.8566246
63 GLENLAWN AVE,8001493500,2017,7,"$275,000",-97.1158682,49.8533199
30 SUNSET BLVD,8001489500,2017,7,"$289,000",-97.113623,49.854523
12 AVONDALE RD,8001673000,2017,7,"$276,000",-97.1047114,49.8589661
124 BANK AVE,8001385000,2017,7,"$295,000",-97.100654,49.861147
170 BLENHEIM AVE,8000470000,2017,7,"$280,000",-97.101985,49.86656
48 CLONARD AVE,8000582000,2017,7,"$266,048",-97.1075031,49.8639232
92 FIFTH AVE,8000059500,2017,7,"$452,400",-97.1075736,49.872465
95 FIFTH AVE,8000033000,2017,7,"$249,900",-97.1075945,49.8728624
109 FIFTH AVE,8000031000,2017,7,"$215,000",-97.1069235,49.8731434
112 GUAY AVE,8000127000,2017,7,"$254,000",-97.1054044,49.8722432
48 HANDYSIDE AVE,8000803000,2017,7,"$275,000",-97.1048321,49.8606087
146 HANDYSIDE AVE,8000876000,2017,7,"$293,000",-97.1000318,49.8622415
124 HARROWBY AVE,8000393500,2017,7,"$244,375",-97.1043605,49.8675734
16 IMPERIAL AVE,8000705000,2017,7,"$156,900",-97.1078986,49.8621325
23 IMPERIAL AVE,8000635000,2017,7,"$289,000",-97.1077311,49.862554
42 IMPERIAL AVE,8000708000,2017,7,"$257,000",-97.1067063,49.8624971
45 IMPERIAL AVE,8000632000,2017,7,"$255,000",-97.1068152,49.8628801
28 PILGRIM AVE,8000738500,2017,7,"$265,000",-97.1069287,49.8616022
153 STRANMILLIS AVE,8081217600,2017,7,"$353,500",-97.1019222,49.8652748
159 STRANMILLIS AVE,8000665100,2017,7,"$306,899",-97.1017166,49.8654042
173 BERRYDALE AVE,8003660000,2017,7,"$293,700",-97.096969,49.8473576
17 WINGHAM AVE,8081219005,2017,7,"$393,000",-97.097941,49.848971
23 GLEN AVE,8002056000,2017,7,"$320,000",-97.114469,49.851129
44 MOORE AVE,8003345300,2017,7,"$319,000",-97.1149326,49.8391412
9 PARKVILLE DR,8021002400,2017,7,"$187,000",-97.1132423,49.8370992
85 BRAEMAR AVE,6081719000,2017,7,"$331,000",-97.1130863,49.874331
126 BRAEMAR AVE,6081174000,2017,7,"$324,000",-97.112603,49.8757373
98 CHAMPLAIN ST,6081760000,2017,7,"$340,000",-97.1138634,49.8746555
210 DES MEURONS ST,6080894000,2017,7,"$192,000",-97.1102326,49.8787011
271 DES MEURONS ST,6080496000,2017,7,"$326,000",-97.1110535,49.8807114
316 DUBUC ST,6080344000,2017,7,"$268,000",-97.1125239,49.877119
450 DUBUC ST,6080006100,2017,7,"$265,000",-97.105474,49.877448
450 EDGEWOOD ST,6080942000,2017,7,"$330,000",-97.105675,49.879138
88 HILLCREST AVE,6081775000,2017,7,"$230,000",-97.1150496,49.8744646
178 BIRCHDALE AVE,6090189000,2017,7,"$262,500",-97.1295407,49.8774725
102 ST MARY'S RD,6090555000,2017,7,"$283,500",-97.1239344,49.8774158
86 FERNWOOD AVE,8002370000,2017,7,"$194,900",-97.1080554,49.8488569
88 FERNWOOD AVE,8002370300,2017,7,"$304,000",-97.1079179,49.8488553
137 FERNWOOD AVE,8002258000,2017,7,"$275,000",-97.1051929,49.8501079
37 HULL AVE,8001913000,2017,7,"$475,000",-97.109077,49.850722
61 FERMOR AVE,8001860500,2017,7,"$235,000",-97.106747,49.8546745
211 BELIVEAU RD,8004106900,2017,7,"$280,000",-97.1040064,49.8379244
156 BERRYDALE AVE,8003033000,2017,7,"$165,000",-97.0994773,49.8460382
27 MARALBO AVE E,8003744000,2017,7,"$260,000",-97.1106978,49.8387588
22 SADLER AVE,8003125000,2017,7,"$243,000",-97.1101374,49.8407955
115 SADLER AVE,8003073500,2017,7,"$205,000",-97.1021984,49.8440327
398 ST GEORGE RD,8004174500,2017,7,"$360,000",-97.0987403,49.8405601
406 KINGSTON CRES,8001174200,2017,7,"$440,000",-97.1424132,49.8515128
1027 EDDERTON AVE,3071938000,2017,7,"$350,000",-97.1552553,49.8495022
1112 EDDERTON AVE,3071892000,2017,7,"$300,000",-97.1570517,49.8484375
1443 MARS DR,3071231000,2017,7,"$315,000",-97.1658092,49.842343
1095 PARKER AVE,12001908000,2017,7,"$282,000",-97.156641,49.8503519
1310 ROSEMOUNT AVE,3072057000,2017,7,"$265,000",-97.1617581,49.8477341
1301 WINDERMERE AVE,3071835000,2017,7,"$218,000",-97.1598,49.846003
18 BELAIR RD,3070181000,2017,7,"$309,000",-97.1572964,49.83275
5 DICKSON CRES,3070914900,2017,7,"$180,000",-97.162631,49.837793
53 FARWELL BAY,3070572000,2017,7,"$291,000",-97.161814,49.834992
1051 HOWARD AVE,3070312000,2017,7,"$230,000",-97.15362,49.8367549
1015 RADISSON AVE,3070253000,2017,7,"$308,000",-97.1533533,49.8386194
816 NORTH DR,3090382000,2017,7,"$360,200",-97.146156,49.847377
945 OAKENWALD AVE,3090068000,2017,7,"$300,000",-97.1517346,49.8422559
728 RIVERWOOD AVE,3090143000,2017,7,"$322,000",-97.1462006,49.8445772
910 RIVERWOOD AVE,3090061000,2017,7,"$262,000",-97.1505457,49.8431231
745 SOMERSET AVE,3090571000,2017,7,"$390,000",-97.1461038,49.8489537
923 WATERFORD AVE,3090336000,2017,7,"$345,000",-97.149628,49.8457512
962 WINDERMERE AVE,3090627000,2017,7,"$260,000",-97.150969,49.848467
596 SOUTH DR,3081068100,2017,7,"$770,000",-97.133419,49.84478
328 WILDWOOD H PK,3081458000,2017,7,"$488,800",-97.1334802,49.8482661
55 AGASSIZ DR,3053599000,2017,7,"$337,000",-97.1480455,49.8173728
47 D'ARCY DR,3053678000,2017,7,"$499,000",-97.1443649,49.8185519
75 D'ARCY DR,3053652000,2017,7,"$460,000",-97.14376,49.816164
57 THATCHER DR,3053702000,2017,7,"$400,000",-97.1454252,49.8176553
232 BUXTON RD,3080415000,2017,7,"$322,000",-97.141873,49.837135
901 DOWKER AVE,3080837000,2017,7,"$320,000",-97.1461831,49.8408309
42 SANDRA BAY,3080724000,2017,7,"$396,042",-97.1454722,49.8386245
147 BAYLOR AVE,3040297100,2017,7,"$269,900",-97.1523636,49.784066
71 BAYRIDGE AVE,3043747800,2017,7,"$330,000",-97.1537452,49.7976618
2 BURGESS AVE,3041762000,2017,7,"$412,000",-97.14398,49.7841949
102 GREYFRIARS RD,3040806000,2017,7,"$370,000",-97.1462593,49.7884077
20 KINGS DR,3044168000,2017,7,"$420,000",-97.131776,49.804681
15 LAFAYETTE BAY,3040753000,2017,7,"$340,000",-97.149424,49.7892961
34 LAVAL DR,3044954000,2017,7,"$350,000",-97.1473477,49.7995433
46 LEEDS AVE,3040315000,2017,7,"$340,000",-97.1500705,49.7859639
88 MAGDALENE BAY,3043265000,2017,7,"$325,000",-97.153072,49.78895
740 PASADENA AVE,3044668000,2017,7,"$382,000",-97.1418248,49.7999649
616 PATRICIA AVE,3043625000,2017,7,"$355,000",-97.1326224,49.7986456
3 PRESCOT RD,3042004000,2017,7,"$355,000",-97.1463865,49.7867538
35 PURDUE BAY,3042797000,2017,7,"$350,000",-97.1447474,49.796371
10 RICE RD,3043302000,2017,7,"$370,000",-97.1443404,49.7890884
753 TOWNSEND AVE,3044645000,2017,7,"$305,000",-97.139491,49.799852
35 TULANE BAY,3044492000,2017,7,"$362,000",-97.1431576,49.8012881
11 WADHAM BAY,3040829000,2017,7,"$330,000",-97.1455322,49.7898579
11 WHITEHAVEN RD,3042053000,2017,7,"$387,500",-97.1422121,49.7859076
867 DE L'EGLISE AVE,3030458000,2017,7,"$282,000",-97.1464399,49.7650341
49 LA BARRIERE ST,3030507000,2017,7,"$241,000",-97.1480393,49.7652562
30 BAYTREE CRT,10000686600,2017,7,"$462,000",-97.1983763,49.8330808
70 BAYTREE CRT,10000688600,2017,7,"$491,800",-97.1988522,49.8334652
14 BRENTCLIFFE DR,10000406800,2017,7,"$465,000",-97.1957288,49.8378388
10 CASTLETON CRT,10006385300,2017,7,"$700,100",-97.192091,49.8339663
52 DUNCAN NORRIE DR,10000778200,2017,7,"$618,000",-97.1941197,49.8370147
56 DUNCAN NORRIE DR,10000778400,2017,7,"$447,500",-97.1938638,49.8369904
39 IRETON PL,10006357300,2017,7,"$733,266",-97.1955666,49.8335365
260 LINDENWOOD DR E,10000264200,2017,7,"$535,000",-97.1882635,49.8295433
67 PRINCEWOOD RD,10006368000,2017,7,"$460,000",-97.2023028,49.8290758
102 QUEEN'S PARK CRES,10000209200,2017,7,"$940,000",-97.189684,49.8395812
23 SHORELINE DR,10000445800,2017,7,"$845,000",-97.1953548,49.8391079
1129 COMDALE AVE,3091302200,2017,7,"$437,500",-97.1616961,49.7958472
1066 LEE BLVD,3062050000,2017,7,"$370,000",-97.1603509,49.7991402
